"loan_id","user_id","application_date","requested_amount","currency","est_credit_score","requested_term_months","loan_purpose","acquisition_channel","outcome"
11345,U79228,"2025-12-14",9000,GBP,598.0,24.0,Education / tuition,"",Abandoned - No Documents Uploaded
11347,U95643,"2025-12-26",3650,GBP,537.0,36.0,Education / tuition,Social Media Ads,Granted
11349,U41865,"2025-12-21",3750,GBP,507.0,,Holiday / travel,Social Media Ads,Abandoned - No Documents Uploaded
11354,U36519,"2025-11-10",14200,GBP,764.0,12.0,Wedding,Organic Search,Granted
11363,U33548,"2025-10-22",25000,GBP,561.0,24.0,Wedding,Paid Search,Abandoned - No Documents Uploaded
11376,U64244,"2025-10-14",15250,GBP,740.0,12.0,"",Paid Search,Granted
11383,U43960,"2025-10-08",6400,GBP,447.0,6.0,Other / unspecified,Paid Search,Abandoned - No Documents Uploaded
11387,U89804,"2025-12-10",18550,GBP,835.0,6.0,Car purchase,"",Granted
11394,U10478,"2025-10-07",7200,GBP,817.0,12.0,Holiday / travel,"",Abandoned - Document Issues
11398,U21409,"2025-12-17",1450,GBP,729.0,48.0,Other / unspecified,Affiliate / Comparison Site,Granted
11399,U70234,"2025-10-01",25000,GBP,734.0,24.0,Wedding,Paid Search,Granted
11402,U67625,"2025-11-20",2250,GBP,792.0,12.0,Home improvement,Affiliate / Comparison Site,Granted
11412,U72248,"2025-10-12",25000,GBP,747.0,36.0,Debt consolidation,"",Rejected
11413,U82521,"2025-11-30",4050,GBP,641.0,12.0,Home improvement,Paid Search,Rejected
11417,U55968,"2025-10-10",2800,GBP,627.0,60.0,Wedding,Affiliate / Comparison Site,Rejected
11426,U46313,"2025-10-14",8200,GBP,630.0,36.0,Business investment,Organic Search,Abandoned - No Documents Uploaded
11427,U58412,"2025-10-10",9150,GBP,653.0,36.0,Home improvement,Referral,Abandoned - No Documents Uploaded
11435,U62476,"2025-12-03",14700,GBP,613.0,24.0,Wedding,Social Media Ads,Rejected
11436,U44645,"2025-12-13",7200,GBP,742.0,48.0,Other / unspecified,Social Media Ads,Rejected
11441,U57126,"2025-12-03",4500,GBP,770.0,24.0,Debt consolidation,Social Media Ads,Rejected
11457,U23805,"2025-12-05",9350,GBP,582.0,24.0,Home improvement,Referral,Rejected
11459,U23393,"2025-12-03",10300,GBP,526.0,6.0,Other / unspecified,"",Abandoned - No Documents Uploaded
11470,U89971,"2025-10-15",22700,GBP,712.0,24.0,Medical expenses,Paid Search,Granted
11472,U71740,"2025-11-18",8300,GBP,601.0,6.0,Wedding,Organic Search,Abandoned - No Documents Uploaded
11483,U47769,"2025-11-17",7400,GBP,448.0,6.0,Wedding,"",Rejected
11486,U26800,"2025-11-17",15850,GBP,788.0,24.0,Holiday / travel,Paid Search,Abandoned - No Documents Uploaded
11493,U82598,"2025-12-26",23650,GBP,704.0,12.0,Wedding,Paid Search,Granted
11496,U14725,"2025-12-24",7000,GBP,691.0,24.0,Medical expenses,Organic Search,Abandoned - No Documents Uploaded
11498,U55593,"2025-10-27",10500,GBP,601.0,24.0,Holiday / travel,Paid Search,Granted
11500,U89118,"2025-10-12",21500,GBP,489.0,36.0,Other / unspecified,Referral,Abandoned - No Documents Uploaded
11511,U88406,"2025-11-30",11400,GBP,601.0,48.0,Education / tuition,Paid Search,Granted
11513,U99786,"2025-10-18",14150,GBP,657.0,36.0,Other / unspecified,Affiliate / Comparison Site,Rejected
11515,U83787,"2025-11-12",10700,GBP,751.0,6.0,Debt consolidation,Referral,Abandoned - No Documents Uploaded
11520,U81048,"2025-11-05",500,GBP,768.0,60.0,Home improvement,Social Media Ads,Rejected
11544,U24280,"2025-11-09",11000,GBP,706.0,60.0,Medical expenses,Organic Search,Abandoned - No Documents Uploaded
11549,U69294,"2025-12-30",2150,GBP,775.0,36.0,Holiday / travel,Paid Search,Abandoned - Post Approval
11553,U72361,"2025-12-23",18450,GBP,529.0,24.0,Car purchase,Organic Search,Abandoned - No Documents Uploaded
11574,U93621,"2025-10-15",18950,GBP,659.0,36.0,Home improvement,Organic Search,Abandoned - Document Issues
11582,U76488,"2025-10-31",5400,GBP,815.0,12.0,Wedding,Direct / App Store,Granted
11588,U86409,"2025-12-14",700,GBP,625.0,24.0,Wedding,Paid Search,Rejected
11592,U91710,"2025-12-15",11100,GBP,845.0,60.0,Other / unspecified,Affiliate / Comparison Site,Granted
11593,U61620,"2025-12-04",10900,GBP,541.0,6.0,Wedding,Organic Search,Rejected
11599,U17021,"2025-10-26",7250,GBP,561.0,24.0,Wedding,Social Media Ads,Rejected
11605,U33326,"2025-11-08",19250,GBP,751.0,48.0,Wedding,"",Rejected
11609,U51842,"2025-11-18",7600,GBP,,24.0,Car purchase,Organic Search,Granted
11610,U51509,"2025-11-06",13050,GBP,715.0,,Other / unspecified,Organic Search,Granted
11619,U39068,"2025-11-13",8500,GBP,547.0,36.0,"",Affiliate / Comparison Site,Rejected
11621,U32045,"2025-12-22",13850,GBP,611.0,6.0,Business investment,"",Abandoned - No Documents Uploaded
11644,U90525,"2025-11-03",10550,GBP,752.0,36.0,Debt consolidation,Referral,Abandoned - Document Issues
11646,U43070,"2025-10-07",20250,GBP,540.0,36.0,Education / tuition,Referral,Rejected
11648,U37571,"2025-12-07",25000,GBP,637.0,24.0,Education / tuition,Direct / App Store,Rejected
11655,U42929,"2025-11-01",5850,GBP,691.0,36.0,Home improvement,Organic Search,Abandoned - Document Issues
11663,U37706,"2025-12-09",7900,GBP,720.0,36.0,Wedding,Paid Search,Rejected
11670,U82729,"2025-11-16",3700,GBP,532.0,6.0,Car purchase,Organic Search,Rejected
11680,U67136,"2025-11-04",14050,GBP,780.0,,"",Referral,Granted
11685,U85355,"2025-10-30",7950,GBP,691.0,12.0,Debt consolidation,Social Media Ads,Abandoned - No Documents Uploaded
11693,U32718,"2025-12-07",17500,GBP,,24.0,Business investment,Referral,Rejected
11704,U15416,"2025-11-22",9200,GBP,758.0,36.0,Wedding,Referral,Rejected
11719,U52263,"2025-11-16",3450,GBP,,24.0,Other / unspecified,Paid Search,Granted
11728,U57164,"2025-11-01",25000,GBP,695.0,36.0,Business investment,Paid Search,Granted
11729,U72226,"2025-11-04",8150,GBP,583.0,48.0,"",Referral,Abandoned - No Documents Uploaded
11731,U41879,"2025-10-21",12000,GBP,,24.0,Home improvement,Referral,Granted
11741,U10629,"2025-10-25",6250,GBP,604.0,6.0,Debt consolidation,Social Media Ads,Abandoned - No Documents Uploaded
11755,U54668,"2025-11-11",13200,GBP,,60.0,Education / tuition,Social Media Ads,Abandoned - No Documents Uploaded
11767,U99422,"2025-11-30",12900,GBP,646.0,36.0,Other / unspecified,Social Media Ads,Granted
11777,U53957,"2025-10-01",13950,GBP,572.0,,Holiday / travel,Paid Search,Rejected
11779,U69490,"2025-10-23",20550,GBP,592.0,12.0,Wedding,Direct / App Store,Abandoned - No Documents Uploaded
11781,U93030,"2025-10-22",8200,GBP,524.0,12.0,Other / unspecified,Organic Search,Rejected
11782,U76677,"2025-10-31",5450,GBP,704.0,6.0,Wedding,Paid Search,Granted
11783,U93359,"2025-11-21",8850,GBP,825.0,60.0,Holiday / travel,Paid Search,Granted
11794,U19339,"2025-11-20",13250,GBP,646.0,36.0,"",Organic Search,Rejected
11806,U56295,"2025-10-19",3050,GBP,662.0,6.0,Holiday / travel,Paid Search,Rejected
11813,U40181,"2025-11-29",3200,GBP,541.0,24.0,Medical expenses,Organic Search,Rejected
11824,U95849,"2025-12-18",13350,GBP,601.0,24.0,Other / unspecified,Paid Search,Granted
11828,U58576,"2025-11-21",25000,GBP,588.0,6.0,Medical expenses,Paid Search,Rejected
11848,U47429,"2025-10-04",2050,GBP,573.0,36.0,Home improvement,Affiliate / Comparison Site,Abandoned - Document Issues
11851,U38255,"2025-11-16",15700,GBP,491.0,24.0,Wedding,Organic Search,Rejected
11857,U48629,"2025-10-28",10250,GBP,642.0,12.0,Wedding,Referral,Rejected
11863,U69457,"2025-11-20",13150,GBP,551.0,24.0,Wedding,Organic Search,Rejected
11864,U56100,"2025-12-19",6050,GBP,790.0,36.0,Debt consolidation,Social Media Ads,Rejected
11887,U99075,"2025-11-03",4700,GBP,618.0,24.0,Other / unspecified,Social Media Ads,Rejected
11888,U60320,"2025-11-06",15300,GBP,647.0,48.0,Car purchase,Direct / App Store,Abandoned - Document Issues
11891,U66144,"2025-10-31",4400,GBP,566.0,24.0,Medical expenses,Referral,Abandoned - No Documents Uploaded
11892,U15920,"2025-12-02",12850,GBP,498.0,60.0,Holiday / travel,Paid Search,Granted
11907,U12996,"2025-10-12",15550,GBP,512.0,12.0,Medical expenses,Organic Search,Rejected
11910,U64284,"2025-10-30",2300,GBP,,24.0,Other / unspecified,Affiliate / Comparison Site,Abandoned - No Documents Uploaded
11928,U46292,"2025-12-31",15750,GBP,604.0,36.0,Business investment,Referral,Granted
11931,U80939,"2025-11-12",14000,GBP,608.0,24.0,Business investment,Social Media Ads,Abandoned - No Documents Uploaded
11933,U82377,"2025-10-19",10000,GBP,,24.0,Other / unspecified,Direct / App Store,Rejected
11935,U34175,"2025-12-11",2150,GBP,581.0,,Wedding,"",Granted
11937,U62162,"2025-11-29",13450,GBP,560.0,12.0,Other / unspecified,Organic Search,Abandoned - No Documents Uploaded
11940,U71600,"2025-11-15",10750,GBP,647.0,,Business investment,Organic Search,Abandoned - No Documents Uploaded
11958,U54586,"2025-11-03",3400,GBP,567.0,6.0,Business investment,Social Media Ads,Pending Disbursement
11965,U16332,"2025-10-23",6450,GBP,709.0,24.0,Wedding,Social Media Ads,Abandoned - No Documents Uploaded
11966,U86661,"2025-10-19",12000,GBP,670.0,36.0,Debt consolidation,Social Media Ads,Rejected
11968,U45266,"2025-10-29",11050,GBP,480.0,36.0,Debt consolidation,Referral,Rejected
11975,U18182,"2025-11-09",12650,GBP,383.0,36.0,Medical expenses,Affiliate / Comparison Site,Abandoned - No Documents Uploaded
11982,U23936,"2025-11-05",7150,GBP,680.0,6.0,Other / unspecified,Paid Search,Rejected
11989,U73271,"2025-11-13",15300,GBP,,6.0,Education / tuition,Paid Search,Rejected
11990,U94283,"2025-11-29",550,GBP,793.0,24.0,Debt consolidation,Paid Search,Granted
11994,U95907,"2025-11-12",5900,GBP,617.0,36.0,Home improvement,Organic Search,Rejected
12016,U64267,"2025-11-28",21600,GBP,803.0,36.0,Wedding,Organic Search,Abandoned - Document Issues
12020,U70108,"2025-10-05",17350,GBP,554.0,36.0,Home improvement,Organic Search,Rejected
12023,U67434,"2025-12-15",25000,GBP,675.0,48.0,Car purchase,Organic Search,Abandoned - No Documents Uploaded
12026,U73538,"2025-11-22",10650,GBP,551.0,12.0,Home improvement,Affiliate / Comparison Site,Rejected
12030,U40055,"2025-11-27",25000,GBP,538.0,6.0,Wedding,Direct / App Store,Rejected
12032,U33662,"2025-10-31",2850,GBP,714.0,6.0,Car purchase,Paid Search,Abandoned - No Documents Uploaded
12034,U73602,"2025-11-14",9150,GBP,631.0,60.0,Other / unspecified,Organic Search,Abandoned - No Documents Uploaded
12062,U33613,"2025-11-30",12050,GBP,658.0,36.0,Wedding,Social Media Ads,Rejected
12063,U84477,"2025-10-09",8350,GBP,675.0,12.0,Business investment,Affiliate / Comparison Site,Granted
12077,U51829,"2025-11-29",17350,GBP,791.0,36.0,Holiday / travel,Referral,Abandoned - Document Issues
12090,U90748,"2025-11-11",9050,GBP,640.0,12.0,Wedding,Social Media Ads,Granted
12098,U98932,"2025-10-18",1350,GBP,565.0,24.0,Business investment,Organic Search,Abandoned - No Documents Uploaded
12110,U25986,"2025-10-24",3400,GBP,537.0,24.0,Home improvement,"",Abandoned - No Documents Uploaded
12117,U97604,"2025-12-16",8300,GBP,700.0,,Other / unspecified,"",Abandoned - No Documents Uploaded
12122,U31936,"2025-12-13",14000,GBP,617.0,6.0,Wedding,Social Media Ads,Abandoned - No Documents Uploaded
12124,U15101,"2025-11-08",10600,GBP,,36.0,Business investment,Paid Search,Abandoned - Document Issues
12133,U56890,"2025-11-27",6500,GBP,657.0,12.0,Medical expenses,Paid Search,Abandoned - No Documents Uploaded
12136,U99888,"2025-10-15",7650,GBP,439.0,24.0,Education / tuition,Organic Search,Rejected
12140,U91189,"2025-10-19",12250,GBP,723.0,24.0,Wedding,"",Granted
12164,U59405,"2025-11-19",14200,GBP,566.0,24.0,Education / tuition,Paid Search,Abandoned - No Documents Uploaded
12169,U10049,"2025-12-25",10800,GBP,799.0,6.0,Car purchase,Direct / App Store,Granted
12172,U59046,"2025-11-02",25000,GBP,595.0,36.0,Other / unspecified,Referral,Rejected
12179,U28662,"2025-12-07",13400,GBP,708.0,36.0,Holiday / travel,Organic Search,Granted
12181,U47315,"2025-11-01",3100,GBP,817.0,48.0,"",Affiliate / Comparison Site,Granted
12182,U33530,"2025-10-09",1000,GBP,591.0,24.0,Wedding,Paid Search,Abandoned - Document Issues
12183,U58223,"2025-12-19",12250,GBP,700.0,24.0,Debt consolidation,Organic Search,Granted
12184,U18170,"2025-10-02",17200,GBP,662.0,36.0,Business investment,"",Granted
12189,U60446,"2025-10-26",13250,GBP,415.0,12.0,Wedding,Social Media Ads,Abandoned - No Documents Uploaded
12193,U58112,"2025-11-13",500,GBP,627.0,36.0,Medical expenses,Direct / App Store,Abandoned - No Documents Uploaded
12194,U60344,"2025-10-06",1300,GBP,555.0,36.0,Debt consolidation,Paid Search,Abandoned - No Documents Uploaded
12198,U38183,"2025-10-26",9600,GBP,,36.0,Medical expenses,Direct / App Store,Pending Disbursement
12203,U82365,"2025-11-28",15550,GBP,701.0,12.0,Education / tuition,"",Granted
12207,U72216,"2025-11-03",4650,GBP,543.0,6.0,Debt consolidation,Direct / App Store,Rejected
12213,U67024,"2025-11-09",2500,GBP,747.0,36.0,Wedding,Direct / App Store,Granted
12215,U50984,"2025-10-25",5800,GBP,802.0,36.0,"",Affiliate / Comparison Site,Granted
12218,U32997,"2025-12-04",16100,GBP,771.0,12.0,Car purchase,"",Pending Disbursement
12227,U92532,"2025-11-15",24800,GBP,850.0,6.0,Wedding,Social Media Ads,Abandoned - Document Issues
12235,U65515,"2025-10-03",18150,GBP,754.0,48.0,Car purchase,Organic Search,Abandoned - Document Issues
12243,U94340,"2025-11-02",18000,GBP,641.0,12.0,Wedding,Referral,Abandoned - No Documents Uploaded
12245,U86758,"2025-10-17",950,GBP,632.0,48.0,Medical expenses,Social Media Ads,Granted
12246,U13787,"2025-12-24",25000,GBP,718.0,6.0,Holiday / travel,Direct / App Store,Abandoned - No Documents Uploaded
12247,U89941,"2025-10-21",3700,GBP,850.0,60.0,Debt consolidation,Referral,Abandoned - Document Issues
12253,U45209,"2025-10-27",2550,GBP,546.0,6.0,Debt consolidation,Affiliate / Comparison Site,Abandoned - Document Issues
12259,U14423,"2025-11-12",6700,GBP,634.0,36.0,Education / tuition,Affiliate / Comparison Site,Abandoned - Post Approval
12263,U23129,"2025-10-20",5000,GBP,795.0,36.0,Holiday / travel,Paid Search,Abandoned - No Documents Uploaded
12266,U49155,"2025-12-06",14150,GBP,512.0,24.0,Holiday / travel,Referral,Rejected
12279,U41959,"2025-12-22",14950,GBP,742.0,24.0,"",Paid Search,Rejected
12283,U90500,"2025-11-06",12400,GBP,797.0,12.0,Medical expenses,Organic Search,Abandoned - No Documents Uploaded
12284,U86328,"2025-11-09",14450,GBP,,,Holiday / travel,Organic Search,Granted
12296,U21066,"2025-11-28",11250,GBP,672.0,48.0,Holiday / travel,Paid Search,Granted
12327,U11482,"2025-11-12",8500,GBP,712.0,,Home improvement,Direct / App Store,Abandoned - Document Issues
12331,U35370,"2025-10-03",3750,GBP,697.0,12.0,Education / tuition,"",Granted
12333,U25622,"2025-10-31",5450,GBP,,36.0,Debt consolidation,Organic Search,Rejected
12334,U67022,"2025-12-26",6100,GBP,699.0,24.0,Home improvement,Paid Search,Granted
12344,U27640,"2025-10-31",25000,GBP,543.0,12.0,Medical expenses,Social Media Ads,Abandoned - No Documents Uploaded
12354,U95473,"2025-11-09",4150,GBP,,36.0,Wedding,"",Abandoned - No Documents Uploaded
12362,U66540,"2025-12-16",11750,GBP,519.0,24.0,Holiday / travel,"",Rejected
12364,U85712,"2025-11-27",12400,GBP,850.0,12.0,Medical expenses,Referral,Abandoned - No Documents Uploaded
12370,U59753,"2025-11-22",3750,GBP,774.0,48.0,Education / tuition,Organic Search,Granted
12372,U54389,"2025-10-28",17100,GBP,738.0,12.0,Wedding,Direct / App Store,Abandoned - No Documents Uploaded
12374,U16795,"2025-11-22",13300,GBP,622.0,12.0,Holiday / travel,Direct / App Store,Rejected
12376,U61177,"2025-11-15",2700,GBP,767.0,6.0,Medical expenses,"",Abandoned - Post Approval
12377,U68560,"2025-11-06",8300,GBP,608.0,36.0,Home improvement,Affiliate / Comparison Site,Abandoned - No Documents Uploaded
12378,U29600,"2025-11-23",25000,GBP,557.0,24.0,Medical expenses,Social Media Ads,Rejected
12385,U22787,"2025-11-04",16400,GBP,721.0,12.0,Debt consolidation,Paid Search,Abandoned - No Documents Uploaded
12390,U95066,"2025-10-07",8050,GBP,850.0,,Holiday / travel,Direct / App Store,Granted
12392,U86378,"2025-12-17",2400,GBP,741.0,12.0,Home improvement,"",Granted
12393,U44979,"2025-11-30",3650,GBP,572.0,6.0,Wedding,Organic Search,Abandoned - No Documents Uploaded
12400,U19521,"2025-10-21",4100,GBP,794.0,12.0,Education / tuition,"",Abandoned - No Documents Uploaded
12407,U76337,"2025-12-08",6550,GBP,612.0,12.0,Business investment,Referral,Abandoned - No Documents Uploaded
12409,U31933,"2025-11-18",800,GBP,736.0,12.0,Business investment,"",Granted
12415,U32946,"2025-12-31",1800,GBP,675.0,6.0,Other / unspecified,Direct / App Store,Abandoned - Post Approval
12418,U67044,"2025-10-31",12150,GBP,503.0,12.0,Car purchase,Social Media Ads,Rejected
12420,U38154,"2025-12-11",7300,GBP,556.0,12.0,Wedding,"",Rejected
12428,U64725,"2025-11-17",15250,GBP,834.0,6.0,"",Organic Search,Granted
12433,U38270,"2025-11-17",18350,GBP,586.0,36.0,"",Social Media Ads,Rejected
12440,U36946,"2025-10-25",2500,GBP,632.0,36.0,Business investment,"",Granted
12441,U49069,"2025-10-25",18700,GBP,588.0,12.0,Wedding,Paid Search,Abandoned - No Documents Uploaded
12447,U12763,"2025-10-05",9150,GBP,,6.0,Home improvement,Organic Search,Rejected
12454,U75084,"2025-10-28",8900,GBP,583.0,60.0,Medical expenses,Paid Search,Rejected
12460,U60132,"2025-10-13",22250,GBP,586.0,24.0,Wedding,Social Media Ads,Rejected
12470,U10734,"2025-12-10",16950,GBP,554.0,24.0,Wedding,Direct / App Store,Rejected
12472,U34300,"2025-10-06",10950,GBP,732.0,24.0,Car purchase,Organic Search,Granted
12478,U99177,"2025-12-03",14500,GBP,850.0,36.0,Home improvement,Paid Search,Granted
12485,U92479,"2025-12-19",21950,GBP,722.0,12.0,Wedding,Organic Search,Rejected
12486,U27425,"2025-11-08",7650,GBP,,6.0,Medical expenses,Social Media Ads,Granted
12487,U83503,"2025-12-12",1350,GBP,689.0,24.0,Business investment,Paid Search,Abandoned - No Documents Uploaded
12489,U46152,"2025-11-20",1900,GBP,,36.0,Car purchase,Paid Search,Rejected
12509,U15643,"2025-10-03",6500,GBP,640.0,6.0,Wedding,Referral,Rejected
12511,U80733,"2025-12-23",7150,GBP,548.0,6.0,Wedding,Affiliate / Comparison Site,Rejected
12517,U42532,"2025-12-05",23550,GBP,665.0,,Home improvement,Paid Search,Granted
12525,U39033,"2025-10-06",10700,GBP,697.0,36.0,Debt consolidation,Direct / App Store,Granted
12530,U25152,"2025-10-27",5900,GBP,558.0,36.0,Other / unspecified,Paid Search,Rejected
12533,U53403,"2025-11-06",7250,GBP,635.0,12.0,Wedding,Paid Search,Rejected
12534,U60396,"2025-10-26",5250,GBP,589.0,12.0,Medical expenses,"",Abandoned - Document Issues
12537,U93355,"2025-10-23",11750,GBP,546.0,48.0,Medical expenses,Organic Search,Abandoned - No Documents Uploaded
12540,U62114,"2025-12-23",14950,GBP,805.0,,Wedding,Direct / App Store,Abandoned - Document Issues
12551,U97723,"2025-10-22",10150,GBP,730.0,24.0,Debt consolidation,Social Media Ads,Abandoned - Post Approval
12559,U99506,"2025-12-02",14450,GBP,696.0,48.0,Home improvement,Organic Search,Granted
12566,U15600,"2025-11-01",22250,GBP,599.0,36.0,Home improvement,Organic Search,Granted
12574,U87669,"2025-10-25",23750,GBP,,36.0,Home improvement,Direct / App Store,Rejected
12575,U77750,"2025-10-15",20100,GBP,803.0,24.0,Wedding,Organic Search,Granted
12577,U95847,"2025-10-03",7600,GBP,605.0,24.0,Wedding,Paid Search,Abandoned - No Documents Uploaded
12592,U64018,"2025-11-24",25000,GBP,645.0,6.0,Education / tuition,Affiliate / Comparison Site,Abandoned - No Documents Uploaded
12596,U73699,"2025-12-16",2050,GBP,637.0,,Wedding,Affiliate / Comparison Site,Granted
12599,U38513,"2025-10-11",3500,GBP,731.0,48.0,Wedding,Direct / App Store,Granted
12600,U44103,"2025-12-09",17850,GBP,672.0,36.0,Car purchase,Referral,Granted
12611,U61542,"2025-11-25",5800,GBP,609.0,36.0,Other / unspecified,Direct / App Store,Granted
12626,U62136,"2025-12-25",25000,GBP,572.0,,Holiday / travel,Direct / App Store,Granted
12630,U73963,"2025-10-04",4500,GBP,525.0,6.0,Wedding,Direct / App Store,Rejected
12631,U17180,"2025-10-01",1650,GBP,531.0,60.0,Home improvement,Paid Search,Rejected
12642,U44979,"2025-12-11",16550,GBP,484.0,12.0,Holiday / travel,Organic Search,Abandoned - No Documents Uploaded
